G	ifd_prop	time_to_IFD	sd_intake	
6090	0.9717	10.0002	0.00044785	
6100	0.97315	10.0003	0.000473332	
6110	0.97132	10.0003	0.000492231	
6120	0.9726	10.0001	0.000497077	
6130	0.97218	10.0002	0.000471754	
6140	0.97367	10.0003	0.00049066	
6150	0.97274	10.0003	0.000465201	
6160	0.97358	10.0002	0.000446545	
6170	0.97433	10.0004	0.000455031	
6180	0.97239	10.0004	0.00047213	
6190	0.97374	10.0003	0.000471338	
6200	0.97588	10.0001	0.000450831	
6210	0.97673	10.0001	0.000486773	
6220	0.97182	10.0003	0.000468706	
6230	0.97568	10.0003	0.00043226	
6240	0.97509	10.0002	0.00042146	
6250	0.98292	10.0002	0.00036014	
6260	0.97459	10.0002	0.00042975	
6270	0.97849	10.0003	0.000401467	
6280	0.97191	10.0002	0.000482453	
6290	0.9766	10.0003	0.000458976	
6300	0.97725	10.0001	0.000446423	
6310	0.98357	10.0004	0.000364411	
6320	0.98016	10.0002	0.0004037	
6330	0.97719	10.0003	0.000419753	
6340	0.97814	10.0001	0.000416725	
6350	0.97115	10.0002	0.000447404	
6360	0.97001	10.0002	0.000475225	
6370	0.97081	10.0002	0.000497692	
6380	0.97147	10.0003	0.000441629	
6390	0.98027	10.0002	0.000397016	
6400	0.97781	10.0002	0.000422617	
6410	0.97524	10.0003	0.000429888	
6420	0.97891	10.0002	0.000410977	
6430	0.97597	10.0002	0.000427473	
6440	0.97476	10.0002	0.000446984	
6450	0.97363	10.0002	0.000471047	
6460	0.97469	10.0002	0.000464943	
6470	0.96912	10.0002	0.000525468	
6480	0.97258	10.0004	0.000454122	
6490	0.97133	10.0004	0.000436655	
6500	0.97041	10.0003	0.000497707	
6510	0.96943	10.0002	0.000492124	
6520	0.97406	10.0003	0.000458108	
6530	0.96381	10.0002	0.000585009	
6540	0.97116	10.0003	0.000485498	
6550	0.97044	10.0002	0.000488293	
6560	0.96999	10.0002	0.000503129	
6570	0.96707	10.0002	0.00049023	
6580	0.96938	10.0002	0.000450516	
6590	0.96869	10.0003	0.000486523	
6600	0.97506	10.0003	0.000411159	
6610	0.97001	10.0003	0.000509046	
6620	0.97128	10.0003	0.000450866	
6630	0.97646	10.0002	0.000451884	
6640	0.97151	10.0003	0.000481208	
6650	0.97399	10.0003	0.000468698	
6660	0.97582	10.0001	0.00046043	
6670	0.97005	10.0002	0.000504489	
6680	0.96551	10.0002	0.00051628	
